No.,label,Mnemonic,SubSpecies,Quadrat,PX,PY,PXE,PXN,PYE,PYN,UTM Northi,UTM Eastin,TreeID,Tag,StemID,StemTag,Census,DBH,HOM,Date,Codes,Stem,Status,geometry,easting_short,northing_short,tree_id
84395,Acacia drepanolobium,ACACDR,,1501,294.54959,16.021,265.4439619,127.6673962,-6.944023768,14.43790064,31550.4253,263167.9699,158302,150015,325939,150015,1,54.0,0.5,10/25/11,,main,alive,POINT (263167.9699 31550.4253),263168.0,31550.0,40493
84401,Acacia drepanolobium,ACACDR,,1501,299.21451,14.8804,269.6479225,129.6893246,-6.449650539,13.41000791,31551.41933,263172.6683,158307,150021,325945,150021,1,20.0,0.48,10/25/11,M,main,alive,POINT (263172.6683 31551.41933),263173.0,31551.0,40435
84464,Acacia drepanolobium,ACACDR,,1503,280.88916,45.52013,253.1333739,121.7465204,-19.72990854,41.02210312,31571.08862,263142.8735,158365,150084,326008,150084,1,11.0,0.5,10/26/11,,main,alive,POINT (263142.8735 31571.08862),263143.0,31571.0,39862
84540,Acacia drepanolobium,ACACDR,,1504,296.65909,66.26824,267.3450138,128.5817222,-28.72281591,59.72000903,31596.62173,263148.0922,158437,150160,326085,150160,1,15.0,0.5,10/26/11,,main,alive,POINT (263148.0922 31596.62173),263148.0,31597.0,39099
84559,Acacia drepanolobium,ACACDR,,1505,291.37531,95.1451,262.5833453,126.2915597,-41.23898857,85.74343051,31620.35499,263130.8144,158455,150179,326104,150179,1,45.0,0.5,10/26/11,P,main,alive,POINT (263130.8144 31620.35499),263131.0,31620.0,38338
84597,Acacia drepanolobium,ACACDR,,1506,285.50485,117.7547,257.292969,123.7471109,-51.0387264,106.1188851,31638.186,263115.7242,158493,150217,326143,150217,1,29.0,0.5,10/27/11,L,main,alive,POINT (263115.7242 31638.186),263116.0,31638.0,37616
84600,Acacia drepanolobium,ACACDR,,1506,287.80939,119.2771,259.3697882,124.7459737,-51.6985842,107.4908507,31640.55682,263117.1412,158496,150220,326146,150220,1,64.0,0.5,10/27/11,,main,alive,POINT (263117.1412 31640.55682),263117.0,31641.0,37483
84611,Acacia drepanolobium,ACACDR,,1506,298.31741,112.6462,268.8394685,129.3004922,-48.82453593,101.5151765,31639.13567,263129.4849,158508,150246,326172,150246,1,21.0,0.53,10/27/11,,main,alive,POINT (263129.4849 31639.13567),263129.0,31639.0,37637
84635,Acacia drepanolobium,ACACDR,,1507,286.27643,129.63904,257.9883061,124.0815389,-56.18978685,116.8288858,31649.23042,263111.2685,158531,150270,326196,150270,1,10.0,0.5,10/27/11,,main,alive,POINT (263111.2685 31649.23042),263111.0,31649.0,37199
84762,Acacia drepanolobium,ACACDR,,1510,280.76144,186.98532,253.0182744,121.6911624,-81.04553439,168.5085495,31698.51971,263081.4427,158644,150406,326334,150406,1,66.0,0.49,10/28/11,I,main,alive,POINT (263081.4427 31698.51971),263081.0,31699.0,35091
84771,Acacia drepanolobium,ACACDR,,1510,285.6236,180.46095,257.3999849,123.7985811,-78.2176597,162.6288787,31694.74746,263088.6523,158652,150415,326343,150415,1,69.0,0.5,10/28/11,,main,alive,POINT (263088.6523 31694.74746),263089.0,31695.0,35373
84786,Acacia drepanolobium,ACACDR,,1510,290.05829,183.80652,261.3964653,125.7207203,-79.66773882,165.6438595,31699.68458,263091.1987,158674,150439,326367,150439,1,41.0,0.5,10/28/11,,main,alive,POINT (263091.1987 31699.68458),263091.0,31700.0,35113
84799,Acacia drepanolobium,ACACDR,,1511,282.45422,203.86345,254.543784,122.4248684,-88.36106624,183.7188837,31714.46375,263075.6527,158688,150454,326382,150454,1,65.0,0.5,10/28/11,,main,alive,POINT (263075.6527 31714.46375),263076.0,31714.0,34478
84815,Acacia drepanolobium,ACACDR,,1511,287.16449,202.99396,258.7886133,124.466453,-87.98420093,182.9353115,31715.72176,263080.2744,158703,150470,326398,150470,1,71.0,0.47,10/28/11,,main,alive,POINT (263080.2744 31715.72176),263080.0,31716.0,34354
84837,Acacia drepanolobium,ACACDR,,1511,299.9133,203.13725,270.2776622,129.992203,-88.04630749,183.0644424,31721.37665,263091.7014,158731,150509,326438,150509,1,18.0,0.5,10/28/11,M,main,alive,POINT (263091.7014 31721.37665),263092.0,31721.0,34144
84841,Acacia drepanolobium,ACACDR,,1512,284.6947,223.78268,256.5628732,123.3959655,-96.99471,201.6698146,31733.38578,263069.0382,158734,150513,326442,150513,1,52.0,0.5,10/30/11,,main,alive,POINT (263069.0382 31733.38578),263069.0,31733.0,33575
84845,Acacia drepanolobium,ACACDR,,1512,283.36392,228.90443,255.3635929,122.8191621,-99.21464344,206.2854639,31737.42463,263065.6189,158737,150517,326446,150517,1,15.0,0.5,10/30/11,M,main,alive,POINT (263065.6189 31737.42463),263066.0,31737.0,33409
84852,Acacia drepanolobium,ACACDR,,1512,283.34494,231.31841,255.3464884,122.8109355,-100.2609411,208.4609088,31739.59184,263064.5555,158743,150524,326453,150524,1,20.0,0.5,10/30/11,,main,alive,POINT (263064.5555 31739.59184),263065.0,31740.0,33246
84876,Acacia drepanolobium,ACACDR,,1512,286.06558,232.6324,257.798291,123.9901496,-100.8304672,209.6450582,31741.95521,263066.4378,158765,150548,326477,150548,1,44.0,0.5,10/30/11,,main,alive,POINT (263066.4378 31741.95521),263066.0,31742.0,33201
84897,Acacia drepanolobium,ACACDR,,1512,299.7522,236.3161,270.1324811,129.922377,-102.4271029,212.964757,31751.20713,263077.1754,158783,150569,326498,150569,1,13.0,0.5,10/30/11,M,main,alive,POINT (263077.1754 31751.20713),263077.0,31751.0,32794
84937,Acacia drepanolobium,ACACDR,,1513,284.36227,258.0032,256.2632919,123.2518795,-111.8269991,232.5088675,31764.08075,263053.9063,158819,150610,326541,150610,1,22.0,0.5,10/30/11,,main,alive,POINT (263053.9063 31764.08075),263054.0,31764.0,32034
84949,Acacia drepanolobium,ACACDR,,1513,286.8187,252.86391,258.4769922,124.3165764,-109.5994633,227.8774114,31760.51399,263058.3475,158829,150622,326553,150622,1,25.0,0.5,10/30/11,M,main,alive,POINT (263058.3475 31760.51399),263058.0,31761.0,32261
84954,Acacia drepanolobium,ACACDR,,1513,290.78149,255.2083,262.048203,126.0341788,-110.6155983,229.9901428,31764.34432,263060.9026,158833,150627,326558,150627,1,33.0,0.5,10/30/11,,main,alive,POINT (263060.9026 31764.34432),263061.0,31764.0,32035
84975,Acacia drepanolobium,ACACDR,,1513,296.13651,243.97235,266.874072,128.355219,-105.7455713,219.8644622,31756.53968,263070.5985,158849,150648,326579,150648,1,15.0,0.48,10/30/11,Q,main,alive,POINT (263070.5985 31756.53968),263071.0,31757.0,32440
84986,Acacia drepanolobium,ACACDR,,1514,281.29016,269.30371,253.4947495,121.9203269,-116.7250086,242.6927287,31772.93306,263046.2397,158859,150659,326590,150659,1,32.0,0.5,11/10/11,,main,alive,POINT (263046.2397 31772.93306),263046.0,31773.0,31596
84998,Acacia drepanolobium,ACACDR,,1514,285.51685,264.62372,257.3037833,123.7523121,-114.6965484,238.4751873,31770.5475,263052.0772,158866,150671,326602,150671,1,75.0,0.5,11/10/11,,main,alive,POINT (263052.0772 31770.5475),263052.0,31771.0,31690
85003,Acacia drepanolobium,ACACDR,,1514,283.06384,276.58539,255.093165,122.6890976,-119.8811262,249.2548767,31780.26397,263044.682,158871,150676,326607,150676,1,38.0,0.5,11/10/11,I,main,alive,POINT (263044.682 31780.26397),263045.0,31780.0,31235
85008,Acacia drepanolobium,ACACDR,,1514,285.26849,277.4205,257.0799647,123.6446648,-120.2430901,250.0074661,31781.97213,263046.3069,158876,150681,326612,150681,1,60.0,0.5,11/10/11,I,main,alive,POINT (263046.3069 31781.97213),263046.0,31782.0,31145
85020,Acacia drepanolobium,ACACDR,,1514,290.09589,274.65579,261.4303499,125.7370174,-119.0447746,247.5159482,31781.57297,263051.8556,158885,150693,326624,150693,1,50.0,0.5,11/10/11,,main,alive,POINT (263051.8556 31781.57297),263052.0,31782.0,31165
85043,Acacia drepanolobium,ACACDR,,1514,297.96841,261.74695,268.5249546,129.1492242,-113.4496624,235.8826825,31773.35191,263064.5453,158905,150716,326647,150716,1,14.0,0.54,11/10/11,,main,alive,POINT (263064.5453 31773.35191),263065.0,31773.0,31624
85116,Acacia drepanolobium,ACACDR,,1516,293.38779,312.23059,264.3969641,127.1638342,-135.3309181,281.3778313,31816.86167,263038.536,158968,150791,326722,150791,1,17.0,0.5,11/10/11,,main,alive,POINT (263038.536 31816.86167),263039.0,31817.0,29214
85126,Acacia drepanolobium,ACACDR,,1516,296.35339,310.2384,267.0695212,128.4492219,-134.467438,279.5824976,31816.35172,263042.0721,158978,150801,326736,150801,1,49.0,0.5,11/10/11,,main,alive,POINT (263042.0721 31816.35172),263042.0,31816.0,29334
85139,Acacia drepanolobium,ACACDR,,1516,290.83469,309.54318,262.0961461,126.0572374,-134.1661069,278.9559751,31813.33321,263037.4,158991,150814,326749,150814,1,27.0,0.5,11/10/11,,main,alive,POINT (263037.4 31813.33321),263037.0,31813.0,29367
85160,Acacia drepanolobium,ACACDR,,1516,297.36099,304.83267,267.9775562,128.8859486,-132.1244183,274.7109295,31811.91688,263045.3231,159010,150835,326770,150835,1,89.0,0.5,11/10/11,Q,main,alive,POINT (263045.3231 31811.91688),263045.0,31812.0,29335
85185,Acacia drepanolobium,ACACDR,,1517,294.53339,330.5914,265.4293627,127.6603746,-143.2890918,297.9243359,31833.90471,263031.6103,159030,150860,326795,150860,1,53.0,0.5,11/11/11,,main,alive,POINT (263031.6103 31833.90471),263032.0,31834.0,28245
85212,Acacia drepanolobium,ACACDR,,1518,284.47711,356.6131,256.3667841,123.3016549,-154.567745,321.3747272,31852.99638,263011.269,159055,150887,326822,150887,1,58.0,0.5,11/11/11,,main,alive,POINT (263011.269 31852.99638),263011.0,31853.0,27272
85237,Acacia drepanolobium,ACACDR,,1518,295.68311,349.87955,266.4654743,128.1587007,-151.6492049,315.3065463,31851.78525,263024.2863,159078,150912,326847,150912,1,74.0,0.5,11/11/11,,main,alive,POINT (263024.2863 31851.78525),263024.0,31852.0,27333
85259,Acacia drepanolobium,ACACDR,,1519,294.10059,360.52469,265.0393294,127.4727849,-156.2631556,324.8997973,31860.69258,263018.2462,159098,150934,326869,150934,1,19.0,0.5,11/11/11,M,main,alive,POINT (263018.2462 31860.69258),263018.0,31861.0,26882
85264,Acacia drepanolobium,ACACDR,,1519,292.44,366.93048,263.542829,126.7530311,-159.0396339,330.6726055,31865.74564,263013.9732,159102,150939,326874,150939,1,67.0,0.5,11/11/11,,main,alive,POINT (263013.9732 31865.74564),263014.0,31866.0,26628
85265,Acacia drepanolobium,ACACDR,,1519,294.85669,369.1405,265.7207161,127.8005033,-159.9975286,332.6642445,31868.78475,263015.1932,159103,150940,326875,150940,1,68.0,0.5,11/11/11,,main,alive,POINT (263015.1932 31868.78475),263015.0,31869.0,26432
85266,Acacia drepanolobium,ACACDR,,1519,294.78659,368.37219,265.657543,127.7701197,-159.664518,331.9718543,31868.06197,263015.463,159104,150941,326876,150941,1,69.0,0.5,11/11/11,,main,alive,POINT (263015.463 31868.06197),263015.0,31868.0,26460
85268,Acacia drepanolobium,ACACDR,,1519,296.56,369.73279,267.2557152,128.5387734,-160.2542464,333.198008,31870.05678,263016.4715,159106,150943,326878,150943,1,53.0,0.5,11/11/11,M,main,alive,POINT (263016.4715 31870.05678),263016.0,31870.0,26347
85280,Acacia drepanolobium,ACACDR,,1520,289.36798,389.76614,260.7743676,125.4215174,-168.9373535,351.2517822,31884.9933,263001.307,159117,150955,326890,150955,1,34.0,0.5,11/11/11,"M,Q",main,alive,POINT (263001.307 31884.9933),263001.0,31885.0,25473
85290,Acacia drepanolobium,ACACDR,,1520,295.9158,395.07831,266.6751712,128.2595561,-171.2398212,356.0390353,31892.61859,263004.9054,159127,150982,326917,150982,1,63.0,0.5,11/11/11,,main,alive,POINT (263004.9054 31892.61859),263005.0,31893.0,24971
85310,Acacia drepanolobium,ACACDR,,1522,283.3877,439.849,255.3850231,122.8294691,-190.644898,396.3857536,31927.53522,262974.2101,159146,151005,326940,151005,1,59.0,0.45,11/12/11,,main,alive,POINT (262974.2101 31927.53522),262974.0,31928.0,22378
85355,Acacia drepanolobium,ACACDR,,1601,300.75537,11.6929,271.0365239,130.3571836,-5.06808411,10.53747759,31549.21466,263175.4384,159197,160012,327001,160012,1,39.0,0.5,11/13/11,,main,alive,POINT (263175.4384 31549.21466),263175.0,31549.0,40547
85356,Acacia drepanolobium,ACACDR,,1601,301.80145,14.211,271.9792365,130.8105887,-6.159510753,12.80675401,31551.93734,263175.2897,159198,160013,327002,160013,1,85.0,0.5,11/13/11,,main,alive,POINT (263175.2897 31551.93734),263175.0,31552.0,40436
85395,Acacia drepanolobium,ACACDR,,1602,300.33325,31.4903,270.6561153,130.174223,-13.64892277,28.37861697,31566.87284,263166.4772,159233,160052,327041,160052,1,58.0,0.5,11/13/11,,main,alive,POINT (263166.4772 31566.87284),263166.0,31567.0,39996
85424,Acacia drepanolobium,ACACDR,,1603,300.65619,44.02679,270.9471443,130.3141957,-19.08264629,39.67632604,31578.31052,263161.3345,159258,160081,327070,160081,1,50.0,0.5,11/13/11,,main,alive,POINT (263161.3345 31578.31052),263161.0,31578.0,39639
85501,Acacia drepanolobium,ACACDR,,1605,304.22116,95.1735,274.1598453,131.8593699,-41.25129805,85.76902419,31625.94839,263142.3785,159330,160158,327147,160158,1,54.0,0.5,11/14/11,,main,alive,POINT (263142.3785 31625.94839),263142.0,31626.0,38138
85529,Acacia drepanolobium,ACACDR,,1605,318.41269,96.8759,286.9490532,138.0104418,-41.98917372,87.30320321,31633.63364,263154.4299,159358,160186,327175,160186,1,70.0,0.5,11/14/11,,main,alive,POINT (263154.4299 31633.63364),263154.0,31634.0,37814
85533,Acacia drepanolobium,ACACDR,,1605,319.88251,94.2653,288.2736344,138.6475097,-40.85765456,84.95056708,31631.91808,263156.886,159362,160190,327179,160190,1,46.0,0.5,11/14/11,,main,alive,POINT (263156.886 31631.91808),263157.0,31632.0,37861
85547,Acacia drepanolobium,ACACDR,,1605,318.04031,83.38704,286.6134695,137.8490401,-36.14266199,75.14723165,31621.31627,263159.9408,159376,160204,327193,160204,1,23.0,0.5,11/14/11,M,main,alive,POINT (263159.9408 31621.31627),263160.0,31621.0,38316
85562,Acacia drepanolobium,ACACDR,,1606,301.38123,113.2651,271.6005401,130.6284517,-49.09278737,102.0729205,31641.02137,263131.9778,159390,160225,327214,160225,1,61.0,0.5,11/14/11,,main,alive,POINT (263131.9778 31641.02137),263132.0,31641.0,37545
85565,Acacia drepanolobium,ACACDR,,1606,304.08035,111.4651,274.0329493,131.7983383,-48.31260868,100.4507858,31640.56912,263135.1903,159393,160228,327217,160228,1,48.0,0.5,11/14/11,,main,alive,POINT (263135.1903 31640.56912),263135.0,31641.0,37509
85591,Acacia drepanolobium,ACACDR,,1606,310.3959,117.9895,279.7244344,134.5357036,-51.14049637,106.3304836,31649.18619,263138.0539,159416,160254,327243,160254,1,49.0,0.5,11/14/11,,main,alive,POINT (263138.0539 31649.18619),263138.0,31649.0,37202
85594,Acacia drepanolobium,ACACDR,,1606,316.00159,117.9316,284.7762036,136.9653924,-51.11540063,106.2783049,31651.5637,263143.1308,159419,160257,327246,160257,1,69.0,0.5,11/14/11,,main,alive,POINT (263143.1308 31651.5637),263143.0,31652.0,37076
85641,Acacia drepanolobium,ACACDR,,1607,306.86984,136.38811,276.5467985,133.0073942,-59.11505384,122.911053,31664.23845,263126.9017,159463,160312,327301,160312,1,26.0,0.5,11/14/11,,main,alive,POINT (263126.9017 31664.23845),263127.0,31664.0,36662
85660,Acacia drepanolobium,ACACDR,,1607,311.62231,123.20572,280.8296579,135.0672697,-53.4013762,111.0312679,31654.41854,263136.8983,159480,160331,327320,160331,1,66.0,0.5,11/14/11,,main,alive,POINT (263136.8983 31654.41854),263137.0,31654.0,36992
85661,Acacia drepanolobium,ACACDR,,1607,313.6221,123.67655,282.6318406,135.9340439,-53.60544927,111.4555733,31655.70962,263138.4964,159481,160332,327321,160332,1,50.0,0.5,11/14/11,,main,alive,POINT (263138.4964 31655.70962),263138.0,31656.0,36917
85681,Acacia drepanolobium,ACACDR,,1608,303.02426,148.60287,273.0812158,131.3405945,-64.40932909,133.9188235,31673.57942,263118.1419,159498,160352,327341,160352,1,72.0,0.5,11/18/11,,main,alive,POINT (263118.1419 31673.57942),263118.0,31674.0,36206
85695,Acacia drepanolobium,ACACDR,,1608,301.63144,155.436,271.8260259,130.7369009,-67.37103043,140.0767445,31679.13365,263113.925,159511,160366,327355,160366,1,66.0,0.5,11/18/11,,main,alive,POINT (263113.925 31679.13365),263114.0,31679.0,36030
85696,Acacia drepanolobium,ACACDR,,1608,308.19928,155.96741,277.7448712,133.5836169,-67.60136085,140.5556438,31682.45926,263119.6135,159512,160367,327356,160367,1,20.0,0.5,11/18/11,,main,alive,POINT (263119.6135 31682.45926),263120.0,31682.0,35819
85708,Acacia drepanolobium,ACACDR,,1608,310.6944,154.4669,279.9934384,134.6650832,-66.95099089,139.2034052,31682.18849,263122.5124,159523,160379,327368,160379,1,19.0,0.5,11/18/11,M,main,alive,POINT (263122.5124 31682.18849),263123.0,31682.0,35868
85713,Acacia drepanolobium,ACACDR,,1608,313.4978,155.98869,282.5198232,135.8801682,-67.61058429,140.574821,31684.77499,263124.3792,159527,160384,327373,160384,1,24.0,0.5,11/18/11,,main,alive,POINT (263124.3792 31684.77499),263124.0,31685.0,35732
85732,Acacia drepanolobium,ACACDR,,1608,315.9249,154.2348,284.7070917,136.9321525,-66.85039118,138.9942399,31684.24639,263127.3267,159542,160403,327392,160403,1,52.0,0.5,11/18/11,M,main,alive,POINT (263127.3267 31684.24639),263127.0,31684.0,35761
85788,Acacia drepanolobium,ACACDR,,1609,301.02826,175.44231,271.2824485,130.475463,-76.04241749,158.1061507,31696.90161,263104.71,159595,160459,327448,160459,1,33.0,0.5,11/18/11,,main,alive,POINT (263104.71 31696.90161),263105.0,31697.0,35193
85802,Acacia drepanolobium,ACACDR,,1609,313.30951,173.4245,282.3501389,135.7985572,-75.16783284,156.2877286,31700.40629,263116.6523,159607,160484,327473,160484,1,23.0,0.5,11/18/11,,main,alive,POINT (263116.6523 31700.40629),263117.0,31700.0,35028
85813,Acacia drepanolobium,ACACDR,,1609,318.0647,171.32381,286.6354495,137.8596116,-74.2573253,154.3946162,31700.57423,263121.8481,159615,160495,327484,160495,1,38.0,0.5,11/18/11,,main,alive,POINT (263121.8481 31700.57423),263122.0,31701.0,35029
85882,Acacia drepanolobium,ACACDR,,1610,319.1951,199.37379,287.6541501,138.3495638,-86.41510121,179.672865,31726.34243,263110.709,159673,160564,327553,160564,1,50.0,0.5,11/19/11,,main,alive,POINT (263110.709 31726.34243),263111.0,31726.0,33903
85906,Acacia drepanolobium,ACACDR,,1611,306.10425,200.72691,275.8568596,132.6755625,-87.00158754,180.8922778,31721.88784,263098.3253,159692,160589,327578,160589,1,41.0,0.5,11/19/11,,main,alive,POINT (263098.3253 31721.88784),263098.0,31722.0,34118
85912,Acacia drepanolobium,ACACDR,,1611,304.19608,213.3839,274.1372435,131.8484995,-92.48753969,192.2985798,31732.46708,263091.1197,159697,160595,327584,160595,1,53.0,0.5,11/19/11,,main,alive,POINT (263091.1197 31732.46708),263091.0,31732.0,33629
85939,Acacia drepanolobium,ACACDR,,1611,313.345,209.27199,282.382122,135.8139397,-90.70530383,188.5929841,31732.72692,263101.1468,159723,160622,327611,160622,1,51.0,0.47,11/19/11,,main,alive,POINT (263101.1468 31732.72692),263101.0,31733.0,33630
85945,Acacia drepanolobium,ACACDR,,1611,315.8555,202.16289,284.6445494,136.9020722,-87.62398809,182.1863628,31727.40844,263106.4906,159729,160628,327617,160628,1,32.0,0.5,11/19/11,,main,alive,POINT (263106.4906 31727.40844),263106.0,31727.0,33876
85954,Acacia drepanolobium,ACACDR,,1612,308.03455,226.31528,277.5964189,133.5122175,-98.09242141,203.9521582,31745.78438,263088.974,159738,160637,327626,160637,1,20.0,0.5,11/19/11,,main,alive,POINT (263088.974 31745.78438),263089.0,31746.0,33025
85970,Acacia drepanolobium,ACACDR,,1612,304.14233,235.604,274.0888048,131.8252025,-102.1184555,212.3230224,31752.46822,263081.4403,159754,160653,327642,160653,1,16.0,0.5,11/19/11,,main,alive,POINT (263081.4403 31752.46822),263081.0,31752.0,32675
85999,Acacia drepanolobium,ACACDR,,1612,307.84583,233.6544,277.4263471,133.4304201,-101.2734353,210.5660702,31752.31649,263085.6229,159782,160682,327671,160682,1,22.0,0.5,11/19/11,,main,alive,POINT (263085.6229 31752.31649),263086.0,31752.0,32649
86027,Acacia drepanolobium,ACACDR,,1612,312.8858,225.855,281.9682974,135.6149074,-97.89292105,203.5373603,31747.47227,263093.5454,159806,160710,327699,160710,1,70.0,0.5,11/19/11,,main,alive,POINT (263093.5454 31747.47227),263094.0,31747.0,32952
86028,Acacia drepanolobium,ACACDR,,1612,312.43439,227.02251,281.561493,135.4192516,-98.39895795,204.5895039,31748.32876,263092.6325,159807,160711,327700,160711,1,46.0,0.5,11/19/11,,main,alive,POINT (263092.6325 31748.32876),263093.0,31748.0,32842
86176,Acacia drepanolobium,ACACDR,,1614,300.40607,279.92279,270.7217396,130.2057855,-121.3276641,252.2624948,31790.78828,263058.8641,159841,160877,327737,160877,1,30.0,0.5,11/21/11,,main,alive,POINT (263058.8641 31790.78828),263059.0,31791.0,30660
86177,Acacia drepanolobium,ACACDR,,1614,302.50009,278.13708,272.6088411,131.1134021,-120.5536792,250.653238,31790.08664,263061.5252,159842,160878,327738,160878,1,34.0,0.5,11/21/11,,main,alive,POINT (263061.5252 31790.08664),263062.0,31790.0,30782
86181,Acacia drepanolobium,ACACDR,,1614,305.70566,271.6897,275.4976558,132.5028006,-117.7591745,244.8429495,31785.66575,263067.2085,159846,160882,327742,160882,1,35.0,0.5,11/21/11,,main,alive,POINT (263067.2085 31785.66575),263067.0,31786.0,30908
86186,Acacia drepanolobium,ACACDR,,1614,310.7616,272.0097,280.0539981,134.6942099,-117.8978729,245.131329,31788.14554,263071.6261,159851,160887,327747,160887,1,43.0,0.5,11/21/11,,main,alive,POINT (263071.6261 31788.14554),263072.0,31788.0,30783
86212,Acacia drepanolobium,ACACDR,,1614,318.1712,269.59039,286.7314258,137.9057721,-116.8492651,242.9510807,31789.17685,263079.3522,159872,160913,327773,160913,1,57.0,0.5,11/21/11,,main,alive,POINT (263079.3522 31789.17685),263079.0,31789.0,30806
86230,Acacia drepanolobium,ACACDR,,1615,308.22879,286.22012,277.7714652,133.5964075,-124.0571323,257.9375603,31799.85397,263063.1843,159888,160931,327791,160931,1,16.0,0.5,11/22/11,,main,alive,POINT (263063.1843 31799.85397),263063.0,31800.0,30190
86266,Acacia drepanolobium,ACACDR,,1615,313.2901,296.2366,282.3326469,135.7901442,-128.3986013,266.9642717,31811.07442,263063.404,159921,160967,327827,160967,1,69.0,0.5,11/22/11,,main,alive,POINT (263063.404 31811.07442),263063.0,31811.0,29542
86279,Acacia drepanolobium,ACACDR,,1615,311.47559,284.23032,280.6974359,135.0036764,-123.1946881,256.1443804,31799.46806,263066.9727,159934,160980,327840,160980,1,78.0,0.5,11/22/11,,main,alive,POINT (263066.9727 31799.46806),263067.0,31799.0,30211
86287,Acacia drepanolobium,ACACDR,,1615,312.10629,288.82001,281.2658139,135.2770424,-125.1840094,260.2805447,31803.87759,263065.5518,159942,160988,327848,160988,1,41.0,0.5,11/22/11,,main,alive,POINT (263065.5518 31803.87759),263066.0,31804.0,29925
86308,Acacia drepanolobium,ACACDR,,1616,303.18387,307.53271,273.225054,131.4097746,-133.2947037,277.1441677,31816.87394,263049.4004,159964,161027,327887,161027,1,49.0,0.5,11/22/11,,main,alive,POINT (263049.4004 31816.87394),263049.0,31817.0,29273
86314,Acacia drepanolobium,ACACDR,,1616,305.88953,303.7702,275.6633569,132.5824959,-131.6639092,273.7534464,31814.65594,263053.4694,159970,161033,327893,161033,1,62.0,0.55,11/22/11,,main,alive,POINT (263053.4694 31814.65594),263053.0,31815.0,29336
86378,Acacia drepanolobium,ACACDR,,1617,307.57895,329.12979,277.1858385,133.3147456,-142.6555823,296.6071535,31838.2419,263044.0003,160025,161109,327969,161109,1,106.0,0.5,11/23/11,,main,alive,POINT (263044.0003 31838.2419),263044.0,31838.0,28069
86384,Acacia drepanolobium,ACACDR,,1617,308.61575,321.92346,278.1201882,133.7641285,-139.5321239,290.1129099,31832.19704,263048.0581,160031,161115,327975,161115,1,12.0,0.5,11/23/11,,main,alive,POINT (263048.0581 31832.19704),263048.0,31832.0,28420
86407,Acacia drepanolobium,ACACDR,,1617,318.9975,336.62939,287.4760757,138.2639175,-145.9061535,303.3656879,31849.94961,263051.0399,160051,161138,327998,161138,1,36.0,0.5,11/23/11,,main,alive,POINT (263051.0399 31849.94961),263051.0,31850.0,27385
86451,Acacia drepanolobium,ACACDR,,1619,300.26785,367.34348,270.5971777,130.1458765,-159.2186415,331.0447953,31869.51067,263020.8485,160094,161182,328042,161182,1,72.0,0.5,11/23/11,,main,alive,POINT (263020.8485 31869.51067),263021.0,31870.0,26401
86460,Acacia drepanolobium,ACACDR,,1619,301.1701,376.4787,271.4102727,130.5369411,-163.1781438,339.2773275,31878.13427,263017.7021,160102,161191,328051,161191,1,50.0,0.5,11/23/11,,main,alive,POINT (263017.7021 31878.13427),263018.0,31878.0,25932
86502,Acacia drepanolobium,ACACDR,,1621,318.55441,412.2886,287.0767693,138.0718678,-178.699322,371.5487074,31917.94058,263017.8474,160146,161248,328108,161248,1,21.0,0.5,11/24/11,,main,alive,POINT (263017.8474 31917.94058),263018.0,31918.0,23042
86529,Acacia drepanolobium,ACACDR,,1624,303.26041,463.31866,273.2940308,131.4429496,-200.8174139,417.5362823,31957.29923,262981.9466,160171,161275,328135,161275,1,118.0,0.5,11/24/11,,main,alive,POINT (262981.9466 31957.29923),262982.0,31957.0,20365
86542,Acacia drepanolobium,ACACDR,,1625,312.42059,487.04623,281.5490566,135.4132702,-211.1017163,438.9192358,31982.65251,262979.9173,160184,161288,328148,161288,1,49.0,0.5,11/24/11,,main,alive,POINT (262979.9173 31982.65251),262980.0,31983.0,18896
86543,Acacia drepanolobium,ACACDR,,1701,322.13135,0.4517,290.3002574,139.6222303,-0.195781508,0.407065709,31548.3493,263199.5745,160185,170001,328149,170001,1,102.0,0.5,11/13/11,,main,alive,POINT (263199.5745 31548.3493),263200.0,31548.0,40524
86588,Acacia drepanolobium,ACACDR,,1702,321.45554,32.1251,289.6912269,139.3293122,-13.92406579,28.95068984,31576.6,263185.2372,160226,170047,328195,170047,1,47.0,0.47,11/13/11,,main,alive,POINT (263185.2372 31576.6),263185.0,31577.0,39659
86600,Acacia drepanolobium,ACACDR,,1702,329.46887,30.1782,296.9127276,142.8025507,-13.08021585,27.19617085,31578.31872,263193.3025,160234,170059,328207,170059,1,103.0,0.5,11/13/11,,main,alive,POINT (263193.3025 31578.31872),263193.0,31578.0,39684
86603,Acacia drepanolobium,ACACDR,,1702,331.09149,24.86809,298.37501,143.5058471,-10.77864104,22.41077414,31574.23662,263197.0664,160237,170062,328210,170062,1,46.0,0.5,11/13/11,,main,alive,POINT (263197.0664 31574.23662),263197.0,31574.0,39775
86617,Acacia drepanolobium,ACACDR,,1703,321.04224,50.4945,289.3187668,139.1501745,-21.88596268,45.50493564,31592.97511,263176.9028,160251,170076,328224,170076,1,53.0,0.36,11/13/11,M,main,alive,POINT (263176.9028 31592.97511),263177.0,31593.0,39191
