No.,label,Mnemonic,SubSpecies,Quadrat,PX,PY,PXE,PXN,PYE,PYN,UTM Northi,UTM Eastin,TreeID,Tag,StemID,StemTag,Census,DBH,HOM,Date,Codes,Stem,Status,geometry,easting_short,northing_short,tree_id
133367,Acacia mellifera,ACACME,,5622,1112.81189,429.79565,1002.850477,482.3289566,-186.2874483,387.3258155,32277.97477,263726.033,191295,562704,398090,562704,1,66.0,0.5,10/9/14,,main,alive,POINT (263726.033 32277.97477),263726.0,32278.0,2593
133399,Acacia mellifera,ACACME,,5703,1128.63782,52.2147,1017.112584,489.1884307,-22.63155345,47.05515577,31944.56359,263903.951,191652,570330,398861,570330,1,86.0,0.4,9/11/14,M,main,alive,POINT (263903.951 31944.56359),263904.0,31945.0,21240
133416,Acacia mellifera,ACACME,,5706,1139.75403,116.856,1027.130356,494.0065585,-50.64920052,105.3089893,32007.63555,263885.9512,191803,570688,399111,570688,1,48.0,0.5,9/13/14,"I,M,Q",main,alive,POINT (263885.9512 32007.63555),263886.0,32008.0,17377
133479,Acacia mellifera,ACACME,,5723,1126.4762,454.4913,1015.164562,488.2515141,-196.9913482,409.5811892,32306.1527,263727.6432,192738,572634,401007,572634,1,33.0,0.5,10/9/14,M,main,alive,POINT (263727.6432 32306.1527),263728.0,32306.0,1590
133487,Acacia mellifera,ACACME,,5724,1125.32983,470.11349,1014.13147,487.75464,-203.7625147,423.6596878,32319.73433,263719.839,192791,572725,401098,572725,1,167.0,0.5,10/9/14,"L,M,X",main,alive,POINT (263719.839 32319.73433),263720.0,32320.0,1184
133493,Acacia mellifera,ACACME,,5724,1129.47107,472.78101,1017.863497,489.5495884,-204.9187049,426.0636194,32323.93321,263722.4148,192796,572735,401108,572735,1,113.0,0.5,10/9/14,M,main,alive,POINT (263722.4148 32323.93321),263722.0,32324.0,1101
133540,Acacia mellifera,ACACME,,5803,1142.04712,47.47503,1029.196857,495.0004585,-20.57722594,42.7838316,31946.10429,263918.0896,192974,580248,401521,580248,1,90.0,0.5,7/17/14,M,main,alive,POINT (263918.0896 31946.10429),263918.0,31946.0,21175
133553,Acacia mellifera,ACACME,,5804,1142.62183,77.4751,1029.714778,495.2495566,-33.58023443,69.81947418,31973.38903,263905.6045,193026,580375,401648,580375,1,86.0,0.5,7/18/14,M,main,alive,POINT (263905.6045 31973.38903),263906.0,31973.0,19534
133564,Acacia mellifera,ACACME,,5804,1150.62415,61.84944,1036.926356,498.718023,-26.80756391,55.73784841,31962.77587,263919.5888,193056,580432,401705,580432,1,31.0,0.5,7/18/14,,main,alive,POINT (263919.5888 31962.77587),263920.0,31963.0,20024
133644,Acacia mellifera,ACACME,,5813,1158.41736,256.66351,1043.949488,502.0958543,-111.2463338,231.3015577,32141.71741,263842.1732,193564,581602,402875,581602,1,79.0,0.5,9/9/14,M,main,alive,POINT (263842.1732 32141.71741),263842.0,32142.0,9877
133662,Acacia mellifera,ACACME,,5824,1149.0354,469.93781,1035.494597,498.0294069,-203.6863693,423.5013675,32329.85077,263741.2782,194208,583068,404340,583068,1,45.0,0.5,9/20/14,,main,alive,POINT (263741.2782 32329.85077),263741.0,32330.0,997
133679,Acacia mellifera,ACACME,,5825,1140.1936,481.42719,1027.526491,494.1970825,-208.6662412,433.8554357,32336.37252,263728.3302,194246,583152,404424,583152,1,221.0,0.5,9/20/14,,main,alive,POINT (263728.3302 32336.37252),263728.0,32336.0,837
133699,Acacia mellifera,ACACME,,5901,1177.86865,4.83301,1061.478718,510.5266776,-2.094784115,4.35544087,31923.20212,263968.8539,194347,590122,404617,590122,1,155.0,0.5,7/14/14,M,main,alive,POINT (263968.8539 31923.20212),263969.0,31923.0,22727
133702,Acacia mellifera,ACACME,,5902,1160.09082,23.69502,1045.457586,502.8211864,-10.27019425,21.3536199,31932.49481,263944.6574,194352,590131,404626,590131,1,149.0,0.43,7/16/14,"I,M",main,alive,POINT (263944.6574 31932.49481),263945.0,31932.0,22128
133713,Acacia mellifera,ACACME,,5902,1173.43811,32.8614,1057.485977,508.6063371,-14.24320221,29.61423308,31946.54057,263952.7128,194394,590216,404711,590216,1,98.0,0.5,7/16/14,Q,main,alive,POINT (263952.7128 31946.54057),263953.0,31947.0,21080
133714,Acacia mellifera,ACACME,,5902,1179.0177,35.1356,1062.514225,511.0247133,-15.22891464,31.66371024,31951.00842,263956.7553,194397,590221,404716,590221,1,77.0,0.5,7/16/14,"M,Q",main,alive,POINT (263956.7553 31951.00842),263957.0,31951.0,20889
133736,Acacia mellifera,ACACME,,5903,1164.80383,49.58792,1049.704885,504.8639586,-21.49302135,44.68793845,31957.8719,263937.6819,194440,590324,404819,590324,1,98.0,0.5,7/17/14,M,main,alive,POINT (263937.6819 31957.8719),263938.0,31958.0,20452
133741,Acacia mellifera,ACACME,,5903,1162.75378,54.1599,1047.857409,503.9754001,-23.47466656,48.80814274,31961.10354,263933.8527,194451,590348,404843,590348,1,114.0,0.5,7/17/14,M,main,alive,POINT (263933.8527 31961.10354),263934.0,31961.0,20165
133755,Acacia mellifera,ACACME,,5904,1164.78027,71.1132,1049.683653,504.8537469,-30.82277954,64.08621908,31977.25997,263928.3309,194514,590500,404995,590500,1,172.0,0.41,7/18/14,M,main,alive,POINT (263928.3309 31977.25997),263928.0,31977.0,19277
133777,Acacia mellifera,ACACME,,5905,1168.95886,99.2341,1053.44934,506.6648841,-43.01129449,89.42838,32004.41326,263919.908,194591,590703,405198,590703,1,23.0,0.5,7/20/14,,main,alive,POINT (263919.908 32004.41326),263920.0,32004.0,17629
133822,Acacia mellifera,ACACME,,5906,1171.44226,105.57114,1055.687345,507.7412706,-45.75797425,95.13923162,32011.2005,263919.3994,194715,590976,405471,590976,1,34.0,0.5,7/21/14,,main,alive,POINT (263919.3994 32011.2005),263919.0,32011.0,17235
133838,Acacia mellifera,ACACME,,5908,1169.39624,148.59581,1053.843501,506.8544588,-64.40626905,133.9124612,32049.08692,263898.9072,194879,591328,405823,591328,1,24.0,0.5,7/23/14,L,main,alive,POINT (263898.9072 32049.08692),263899.0,32049.0,15102
133886,Acacia mellifera,ACACME,,6001,1184.28442,0.94816,1067.26052,513.3074815,-0.410963459,0.854468502,31922.48195,263976.3196,195886,600009,408629,600009,1,132.0,0.38,5/21/14,M,main,alive,POINT (263976.3196 31922.48195),263976.0,31922.0,22827
133894,Acacia mellifera,ACACME,,6001,1190.19299,4.5191,1072.58524,515.8684484,-1.958725286,4.072549578,31928.261,263980.0965,195926,600091,408711,600091,1,115.0,0.55,5/21/14,M,main,alive,POINT (263980.0965 31928.261),263980.0,31928.0,22407
133924,Acacia mellifera,ACACME,,6003,1193.17737,58.042,1075.274722,517.161976,-25.15729527,52.30663685,31977.78861,263959.5874,196049,600413,409033,600413,1,124.0,0.5,6/23/14,"M,Q",main,alive,POINT (263959.5874 31977.78861),263960.0,31978.0,19147
133938,Acacia mellifera,ACACME,,6004,1197.60901,70.1629,1079.268453,519.0827932,-30.41088854,63.22982204,31990.63262,263958.3276,196109,600538,409158,600538,1,60.0,0.44,6/24/14,"M,Q",main,alive,POINT (263958.3276 31990.63262),263958.0,31991.0,18371
133940,Acacia mellifera,ACACME,,6004,1191.94226,67.07225,1074.161658,516.626639,-29.07130006,60.44457158,31985.39121,263954.5604,196121,600571,409191,600571,1,110.0,0.5,6/24/14,Q,main,alive,POINT (263954.5604 31985.39121),263955.0,31985.0,18797
133942,Acacia mellifera,ACACME,,6005,1181.47302,88.85864,1064.726925,512.0889291,-38.51423183,80.07816087,32000.48709,263935.6827,196136,600603,409223,600603,1,91.0,0.5,6/26/14,M,main,alive,POINT (263935.6827 32000.48709),263936.0,32000.0,17842
133994,Acacia mellifera,ACACME,,6007,1183.96875,122.07805,1066.976042,513.1706598,-52.91260725,110.0150275,32031.50569,263923.5334,196328,601015,409635,601015,1,64.0,0.5,7/12/14,M,main,alive,POINT (263923.5334 32031.50569),263924.0,32032.0,16020
134080,Acacia mellifera,ACACME,,6101,1200.33887,9.91117,1081.728565,520.2660036,-4.295824234,8.931807483,31937.51781,263986.9027,197543,610009,412129,610009,1,90.0,0.5,6/17/14,,main,alive,POINT (263986.9027 31937.51781),263987.0,31938.0,21684
134081,Acacia mellifera,ACACME,,6101,1200.48962,12.7733,1081.864419,520.3313435,-5.536364696,11.51111892,31940.16246,263985.7981,197555,610029,412149,610029,1,74.0,0.44,6/17/14,M,main,alive,POINT (263985.7981 31940.16246),263986.0,31940.0,21610
134089,Acacia mellifera,ACACME,,6101,1218.22754,0.09759,1097.849584,528.0195364,-0.042298688,0.08794674,31936.42748,264007.2773,197579,610081,412201,610081,1,76.0,0.5,6/17/14,M,main,alive,POINT (264007.2773 31936.42748),264007.0,31936.0,21899
134102,Acacia mellifera,ACACME,,6102,1218.16797,31.2703,1097.7959,527.9937168,-13.5535676,28.18035606,31964.49407,263993.7123,197634,610211,412331,610211,1,175.0,0.5,6/18/14,,main,alive,POINT (263993.7123 31964.49407),263994.0,31964.0,19995
134158,Acacia mellifera,ACACME,,6105,1209.89856,84.44388,1090.343624,524.4094849,-36.6007309,76.09964104,32008.82913,263963.2129,197832,610631,412750,610631,1,124.0,0.5,6/22/14,"M,Q",main,alive,POINT (263963.2129 32008.82913),263963.0,32009.0,17318
134169,Acacia mellifera,ACACME,,6105,1216.1311,91.8904,1095.960301,527.110871,-39.82829547,82.81034049,32018.24121,263965.602,197864,610693,412812,610693,1,34.0,0.5,6/22/14,M,main,alive,POINT (263965.602 32018.24121),263966.0,32018.0,16807
134233,Acacia mellifera,ACACME,,6115,1211.67224,283.09183,1091.942039,525.1782557,-122.7012294,255.1183892,32188.61664,263878.7108,198636,612258,414376,612258,1,88.0,0.5,7/18/14,I,main,alive,POINT (263878.7108 32188.61664),263879.0,32189.0,6979
134249,Acacia mellifera,ACACME,,6201,1230.51331,0.96618,1108.921347,533.3445897,-0.418773915,0.870707873,31942.5353,264017.9726,199147,620082,415455,620082,1,124.0,0.5,5/23/14,"I,M",main,alive,POINT (264017.9726 31942.5353),264018.0,31943.0,21361
134259,Acacia mellifera,ACACME,,6203,1222.95166,41.70813,1102.106894,530.0671241,-18.07766344,37.58678215,31975.97391,263993.4992,199216,620256,415629,620256,1,100.0,0.45,5/25/14,M,main,alive,POINT (263993.4992 31975.97391),263993.0,31976.0,19378
134268,Acacia mellifera,ACACME,,6203,1222.35413,51.5613,1101.568409,529.8081351,-22.34834859,46.46632085,31984.59446,263988.6901,199241,620319,415692,620319,1,72.0,0.5,5/25/14,M,main,alive,POINT (263988.6901 31984.59446),263989.0,31985.0,18799
134322,Acacia mellifera,ACACME,,6204,1236.60681,72.8918,1114.412724,535.9857113,-31.59368277,65.68906847,32009.99478,263992.289,199382,620658,416031,620658,1,79.0,0.5,5/27/14,M,main,alive,POINT (263992.289 32009.99478),263992.0,32010.0,17267
134380,Acacia mellifera,ACACME,,6217,1221.50061,321.30197,1100.799228,529.4381917,-139.2627499,289.5528318,32227.31102,263871.0065,200393,623169,418543,623169,1,67.0,0.5,6/25/14,"I,M",main,alive,POINT (263871.0065 32227.31102),263871.0,32227.0,4965
134391,Acacia mellifera,ACACME,,6218,1231.22156,355.14841,1109.559612,533.6515684,-153.9329006,320.0547691,32262.02634,263865.0967,200455,623323,418697,623323,1,69.0,0.5,7/9/14,I,main,alive,POINT (263865.0967 32262.02634),263865.0,32262.0,3289
134445,Acacia mellifera,ACACME,,6305,1243.03467,82.52381,1120.205422,538.7717554,-35.76850996,74.36930087,32021.46106,263993.9069,200927,630668,419971,630668,1,23.0,0.5,6/8/14,,main,alive,POINT (263993.9069 32021.46106),263994.0,32021.0,16670
134562,Acacia mellifera,ACACME,,6407,1270.36829,138.6308,1144.838097,550.6190375,-60.08710881,124.9321338,32083.87117,263994.221,202633,640892,424330,640892,1,28.0,0.5,5/12/14,,main,alive,POINT (263994.221 32083.87117),263994.0,32084.0,13089
134575,Acacia mellifera,ACACME,,6410,1268.0166,183.32033,1142.718787,549.5997384,-79.45700822,165.2057119,32123.12545,263972.7318,202923,641631,425069,641631,1,44.0,0.5,5/19/14,"I,M,Q",main,alive,POINT (263972.7318 32123.12545),263973.0,32123.0,10998
134630,Acacia mellifera,ACACME,,6503,1286.25427,58.6458,1159.154319,557.5045392,-25.41900188,52.85077295,32018.67531,264043.2053,204246,650203,428389,650203,1,181.0,0.5,4/26/14,M,main,alive,POINT (264043.2053 32018.67531),264043.0,32019.0,16671
134645,Acacia mellifera,ACACME,,6506,1285.36414,108.13881,1158.352147,557.1187279,-46.87088614,97.45317984,32062.89191,264020.9513,204356,650482,428669,650482,1,30.0,0.5,5/9/14,M,main,alive,POINT (264020.9513 32062.89191),264021.0,32063.0,14240
134669,Acacia mellifera,ACACME,,6508,1284.02808,155.35091,1157.148108,556.5396359,-67.33414964,140.0000626,32104.8597,263999.284,204507,650871,429058,650871,1,124.0,0.5,5/12/14,M,main,alive,POINT (263999.284 32104.8597),263999.0,32105.0,11894
134689,Acacia mellifera,ACACME,,6508,1292.49158,156.4183,1164.775296,560.2079927,-67.79679127,140.9619795,32109.48997,264006.4485,204538,650943,429130,650943,1,81.0,0.5,5/12/14,M,main,alive,POINT (264006.4485 32109.48997),264006.0,32109.0,11657
134723,Acacia mellifera,ACACME,,6511,1297.53186,202.75275,1169.317525,562.3926144,-87.87965265,182.7179364,32153.43055,263990.9079,204803,651561,429748,651561,1,71.0,0.5,5/18/14,,main,alive,POINT (263990.9079 32153.43055),263991.0,32153.0,9276
134902,Acacia mellifera,ACACME,,6707,1322.61511,133.61729,1191.922199,573.2645128,-57.91409011,120.4140289,32101.99854,264043.4781,207353,670849,436099,670849,1,42.0,0.5,4/21/14,I,main,alive,POINT (264043.4781 32101.99854),264043.0,32102.0,11999
134907,Acacia mellifera,ACACME,,6707,1325.24304,138.78011,1194.290452,574.4035434,-60.15182463,125.0666899,32107.79023,264043.6086,207367,670876,436126,670876,1,39.0,0.5,4/21/14,I,main,alive,POINT (264043.6086 32107.79023),264044.0,32108.0,11725
134931,Acacia mellifera,ACACME,,6709,1325.95313,167.19943,1194.930375,574.7113195,-72.46968454,150.6777828,32133.7091,264031.9307,207475,671140,436390,671140,1,63.0,0.5,4/24/14,,main,alive,POINT (264031.9307 32133.7091),264032.0,32134.0,10309
153132,Acacia nilotica,ACACNI,,1113,219.7852,258.1933,198.0673416,95.26207183,-111.9093947,232.680183,31736.26225,262995.6279,143810,110529,291967,110529,1,10.0,0.5,10/16/11,,main,alive,POINT (262995.6279 31736.26225),262996.0,31736.0,33432
153184,Acacia nilotica,ACACNI,,2010,398.9711,193.83141,359.5471631,172.9270833,-84.01285301,174.6781498,31755.92523,263185.0043,163228,200526,331715,200526,1,11.0,0.5,11/29/11,,main,alive,POINT (263185.0043 31755.92523),263185.0,31756.0,32501
153274,Acacia nilotica,ACACNI,,5007,993.88812,135.1871,895.6780428,430.7835172,-58.59449695,121.8287197,31960.93224,263746.5535,179729,500306,362827,500306,1,62.0,0.5,4/11/12,,main,alive,POINT (263746.5535 31960.93224),263747.0,31961.0,20221
153291,Acacia nilotica,ACACNI,,5204,1036.91406,70.1559,934.4524169,449.4323624,-30.40785451,63.22351373,31920.97588,263813.5146,185340,520096,384574,520096,1,36.0,0.5,10/14/14,"I,Q",main,alive,POINT (263813.5146 31920.97588),263814.0,31921.0,22878
153295,Acacia nilotica,ACACNI,,5217,1034.88525,334.60681,932.6240818,448.55301,-145.0295014,301.5429671,32158.41598,263697.0646,185883,521349,385827,521349,1,90.0,0.5,10/22/14,"M,Q",main,alive,POINT (263697.0646 32158.41598),263697.0,32158.0,8914
153330,Acacia nilotica,ACACNI,,5825,1158.53003,499.89081,1044.051024,502.1446891,-216.6689761,450.4945912,32360.95928,263736.852,194267,583191,404463,583191,1,82.0,0.5,9/20/14,,main,alive,POINT (263736.852 32360.95928),263737.0,32361.0,356
153339,Acacia nilotica,ACACNI,,6108,1209.89514,141.06737,1090.340542,524.4080026,-61.14319769,127.1279366,32059.85594,263938.6673,198065,611130,413249,611130,1,167.0,0.5,7/9/14,Q,main,alive,POINT (263938.6673 32059.85594),263939.0,32060.0,14431
153614,Acacia seyal,ACACSE,,5122,1015.83508,421.88135,915.4563356,440.2960452,-182.8571326,380.1935593,32228.8096,263642.0692,185084,518909,383385,518909,1,12.0,0.5,10/23/14,,main,alive,POINT (263642.0692 32228.8096),263642.0,32229.0,4854
153631,Acacia seyal,ACACSE,,6205,1238.36084,84.241,1115.993431,536.7459651,-36.5127961,75.91680843,32020.98277,263988.9506,199465,620868,416241,620868,1,54.0,0.5,6/8/14,,main,alive,POINT (263988.9506 32020.98277),263989.0,32021.0,16703
153735,Acokanthera sp.1,ACOKRB,,6219,1228.01318,369.5809,1106.668265,532.2609519,-160.1884123,333.0611268,32273.64208,263855.9499,200483,623402,418776,623402,1,151.0,0.5,7/9/14,"M,Q",main,alive,POINT (263855.9499 32273.64208),263856.0,32274.0,2761
154010,Acokanthera sp.3,ACOKSP,,4924,967.47504,463.72989,871.8749454,419.3352271,-200.9956543,417.906877,32245.5621,263580.3493,178876,495117,360147,495117,1,17.0,0.5,5/23/13,"M,Q",main,alive,POINT (263580.3493 32245.5621),263580.0,32246.0,4022
154090,Balanites aegypticus,BALAAE,,304,42.84199,76.437,38.60860089,18.56911534,-33.13028805,68.88395302,31495.77307,262914.9483,124578,30119,255196,30119,1,100.0,0.5,11/15/12,L,main,alive,POINT (262914.9483 31495.77307),262915.0,31496.0,41887
154149,Balanites aegypticus,BALAAE,,913,167.01848,244.47881,150.5147131,72.39125491,-105.9650875,220.3208768,31701.03213,262954.0196,130535,90432,262189,90432,1,70.0,0.5,9/25/11,"M,Q",main,alive,POINT (262954.0196 31701.03213),262954.0,31701.0,35042
154304,Balanites aegypticus,BALAAE,,2004,387.91281,66.49573,349.5815872,168.1340598,-28.82141749,59.92501983,31636.37908,263230.2302,162841,200048,331237,200048,1,11.0,0.5,11/27/11,,main,alive,POINT (263230.2302 31636.37908),263230.0,31636.0,37754
154322,Balanites aegypticus,BALAAE,,2004,385.84067,68.07038,347.7142036,167.2359268,-29.50392214,61.34407234,31636.9,263227.6803,162847,200066,331255,200066,1,25.0,0.5,11/27/11,M,main,alive,POINT (263227.6803 31636.9),263228.0,31637.0,37640
154347,Balanites aegypticus,BALAAE,,2004,393.345,65.49508,354.4770007,170.4885481,-28.38770315,59.02324808,31637.8318,263235.5593,162887,200128,331317,200128,1,35.0,0.39,11/27/11,M,main,alive,POINT (263235.5593 31637.8318),263236.0,31638.0,37641
154531,Balanites aegypticus,BALAAE,,2202,420.48004,36.6456,378.9307184,182.2497592,-15.88339788,33.02450107,31623.59426,263272.5173,164252,220085,333090,220085,1,53.0,0.5,12/9/11,M,main,alive,POINT (263272.5173 31623.59426),263273.0,31624.0,38202
155906,Balanites glaber,BALAGL,,6115,1214.88953,288.38693,1094.841416,526.572734,-124.9962984,259.8902591,32194.78299,263879.3151,198658,612313,414431,612313,1,60.0,0.5,7/18/14,M,main,alive,POINT (263879.3151 32194.78299),263879.0,32195.0,6722
155915,Balanites glaber,BALAGL,,6117,1203.96216,329.75256,1084.993823,521.8364556,-142.9255112,297.1683851,32227.32484,263851.5383,198828,612625,414743,612625,1,27.0,0.5,7/22/14,,main,alive,POINT (263851.5383 32227.32484),263852.0,32227.0,4993
158888,Boscia angustifolia,BOSCAN,,2013,382.68228,251.16499,344.8679068,165.8669776,-108.863096,226.3463685,31800.53335,263145.4748,163391,200721,331910,200721,1,11.0,0.5,12/6/11,M,main,alive,POINT (263145.4748 31800.53335),263145.0,31801.0,30121
159008,Boscia angustifolia,BOSCAN,,4914,972.47559,272.85071,876.3813709,421.5026285,-118.2623941,245.8892354,32075.71186,263667.589,177864,491116,356154,491116,1,34.0,0.5,4/19/12,M,main,alive,POINT (263667.589 32075.71186),263668.0,32076.0,13481
159088,Boscia angustifolia,BOSCAN,,5107,1004.23419,130.9102,905.0017761,435.2678412,-56.74074904,117.9744373,31961.56228,263757.731,182518,510578,372910,510578,1,14.0,0.5,4/12/12,,main,alive,POINT (263757.731 31961.56228),263758.0,31962.0,20099
159116,Boscia angustifolia,BOSCAN,,5122,1011.97559,437.5459,911.9782173,438.6232164,-189.6466593,394.3102322,32241.25345,263631.8016,184977,518398,382874,518398,1,60.0,0.5,10/23/14,,main,alive,POINT (263631.8016 32241.25345),263632.0,32241.0,4237
159178,Boscia angustifolia,BOSCAN,,5322,1059.34729,439.23929,954.6689293,459.1556557,-190.3806298,395.8362915,32263.31195,263673.7583,187441,532326,389316,532326,1,99.0,0.5,10/25/14,,main,alive,POINT (263673.7583 32263.31195),263674.0,32263.0,3223
159196,Boscia angustifolia,BOSCAN,,5408,1065.74231,144.18355,960.4320317,461.9274659,-62.49385171,129.9361943,32000.18366,263807.4082,187834,540521,390269,540521,1,34.0,0.5,9/24/14,M,main,alive,POINT (263807.4082 32000.18366),263807.0,32000.0,17803
159218,Boscia angustifolia,BOSCAN,,5410,1074.21838,190.0118,968.0705472,465.601271,-82.3573095,171.2359708,32045.15724,263795.1832,188083,541042,390790,541042,1,45.0,0.5,9/26/14,,main,alive,POINT (263795.1832 32045.15724),263795.0,32045.0,15324
159221,Boscia angustifolia,BOSCAN,,5410,1079.76062,186.17398,973.0651362,468.0034585,-80.69387318,167.7773813,32044.10084,263801.8413,188119,541117,390865,541117,1,35.0,0.5,9/26/14,,main,alive,POINT (263801.8413 32044.10084),263802.0,32044.0,15355
159282,Boscia angustifolia,BOSCAN,,5520,1084.73645,390.6441,977.5492845,470.1601455,-169.31789,352.0429874,32230.52313,263717.7014,189732,552185,394708,552185,1,54.0,0.5,10/12/14,,main,alive,POINT (263717.7014 32230.52313),263718.0,32231.0,4777
159285,Boscia angustifolia,BOSCAN,,5520,1092.5061,383.18283,984.5511841,473.5277651,-166.0839323,345.3189955,32227.16676,263727.9373,189764,552236,394759,552236,1,108.0,0.5,10/12/14,"I,M",main,alive,POINT (263727.9373 32227.16676),263728.0,32227.0,5009
159299,Boscia angustifolia,BOSCAN,,5604,1114.21082,62.10589,1004.111174,482.9352985,-26.9187177,55.96895756,31947.22426,263886.6625,190199,560350,395735,560350,1,176.0,0.5,9/11/14,M,main,alive,POINT (263886.6625 31947.22426),263887.0,31947.0,21006
159321,Boscia angustifolia,BOSCAN,,5609,1119.03552,166.26921,1008.459126,485.0264808,-72.06649686,149.8394815,32043.18596,263845.8626,190630,561282,396667,561282,1,112.0,0.5,9/16/14,"D,Q",main,alive,POINT (263845.8626 32043.18596),263846.0,32043.0,15418
159335,Boscia angustifolia,BOSCAN,,5701,1123.0946,18.3151,1012.117112,486.7858184,-7.938361508,16.50531141,31911.61113,263913.6488,191510,570062,398593,570062,1,38.0,0.5,9/8/14,,main,alive,POINT (263913.6488 31911.61113),263914.0,31912.0,23482
159384,Boscia angustifolia,BOSCAN,,5718,1132.10278,353.05481,1020.235157,490.6902573,-153.0254661,318.1680462,32217.1783,263776.6797,192371,571916,400289,571916,1,83.0,0.5,9/23/14,,main,alive,POINT (263776.6797 32217.1783),263777.0,32217.0,5500
159387,Boscia angustifolia,BOSCAN,,5719,1124.0365,364.29929,1012.965939,487.1940686,-157.8991903,328.3014139,32223.81548,263764.5367,192428,572030,400403,572030,1,78.0,0.5,9/25/14,,main,alive,POINT (263764.5367 32223.81548),263765.0,32224.0,5157
159457,Boscia angustifolia,BOSCAN,,5818,1148.06641,356.14691,1034.621357,497.6094151,-154.365683,320.9546033,32226.88402,263789.7257,193868,582269,403542,582269,1,24.0,0.5,9/14/14,M,main,alive,POINT (263789.7257 32226.88402),263790.0,32227.0,4986
159510,Boscia angustifolia,BOSCAN,,5917,1172.51172,324.57327,1056.651127,508.2048095,-140.680638,292.5008815,32209.02569,263825.4405,195493,592889,407384,592889,1,30.0,0.49,9/13/14,Q,main,alive,POINT (263825.4405 32209.02569),263825.0,32209.0,5917
159515,Boscia angustifolia,BOSCAN,,5920,1175.84424,386.76901,1059.654348,509.6492323,-167.6382996,348.5508106,32266.52004,263801.486,195707,593617,408112,593617,1,39.0,0.5,9/16/14,M,main,alive,POINT (263801.486 32266.52004),263801.0,32267.0,3008
159535,Boscia angustifolia,BOSCAN,,6011,1183.52173,203.16182,1066.573194,512.9769068,-88.05695692,183.0865846,32104.38349,263887.9862,196678,601726,410346,601726,1,53.0,0.45,7/17/14,M,main,alive,POINT (263887.9862 32104.38349),263888.0,32104.0,11889
159551,Boscia angustifolia,BOSCAN,,6015,1198.8053,289.89291,1080.346533,519.6013043,-125.6490392,261.2474272,32189.16873,263864.1675,197003,602328,410948,602328,1,22.0,0.5,7/21/14,,main,alive,POINT (263864.1675 32189.16873),263864.0,32189.0,6944
159552,Boscia angustifolia,BOSCAN,,6016,1186.67065,302.17831,1069.410957,514.3417514,-130.9739321,272.3188575,32194.98061,263847.907,197033,602392,411012,602392,1,41.0,0.5,7/22/14,,main,alive,POINT (263847.907 32194.98061),263848.0,32195.0,6640
159569,Boscia angustifolia,BOSCAN,,6104,1202.38525,75.1934,1083.572734,521.1529714,-32.59127126,67.76323813,31997.23621,263960.4515,197747,610470,412589,610470,1,137.0,0.5,6/21/14,M,main,alive,POINT (263960.4515 31997.23621),263960.0,31997.0,18039
159600,Boscia angustifolia,BOSCAN,,6113,1214.78516,241.7542,1094.747359,526.5274967,-104.7841527,217.8654965,32152.71299,263899.4332,198418,611795,413913,611795,1,250.0,0.58,7/15/14,I,main,alive,POINT (263899.4332 32152.71299),263899.0,32153.0,9240
159616,Boscia angustifolia,BOSCAN,,6116,1202.1333,306.99533,1083.34568,521.043768,-133.0617857,276.6598884,32206.02366,263859.7539,198690,612370,414488,612370,1,46.0,0.5,7/21/14,,main,alive,POINT (263859.7539 32206.02366),263860.0,32206.0,5945
159676,Boscia angustifolia,BOSCAN,,6214,1231.6062,268.09024,1109.906245,533.8182839,-116.1990512,241.5991666,32183.73745,263903.1772,200168,622539,417913,622539,1,54.0,0.5,6/20/14,I,main,alive,POINT (263903.1772 32183.73745),263903.0,32184.0,7263
160600,Cadaba farinosa,CADAFA,,311,56.8391,207.41431,51.22260023,24.63591919,-89.90012474,186.9188689,31619.87479,262870.7925,124817,30411,255482,30411,1,17.0,0.49,11/17/12,"M,Q",main,alive,POINT (262870.7925 31619.87479),262871.0,31620.0,38309
160622,Cadaba farinosa,CADAFA,,609,102.72727,163.09163,92.57637584,44.52534826,-70.68923008,146.975891,31599.82124,262931.3571,127570,60381,258725,60381,1,15.0,0.5,11/25/12,"L,M,Q",main,alive,POINT (262931.3571 31599.82124),262931.0,31600.0,38933
160636,Cadaba farinosa,CADAFA,,718,125.90095,355.4505,113.4601714,54.56957676,-154.0638362,320.3270084,31783.21659,262868.8663,128967,70824,260421,70824,1,15.0,0.44,9/27/11,M,main,alive,POINT (262868.8663 31783.21659),262869.0,31783.0,31140
160702,Cadaba farinosa,CADAFA,,4722,923.02948,432.25961,831.8212297,400.0710722,-187.3554089,389.5463017,32197.93737,263553.9358,176346,471362,350379,471362,1,14.0,1.3,3/19/12,,main,alive,POINT (263553.9358 32197.93737),263554.0,32198.0,6448
161262,Canthium pseudosetiforum,CANTSP,,4823,943.81049,440.35178,850.5487846,409.0782395,-190.8628192,396.8388519,32214.23709,263569.156,177083,481968,353081,481968,1,12.0,0.5,3/22/12,M,main,alive,POINT (263569.156 32214.23709),263569.0,32214.0,5653
161296,Canthium pseudosetiforum,CANTSP,,4824,954.09998,472.36661,859.8215288,413.53804,-204.7390904,425.690168,32247.54821,263564.5524,177242,482779,353892,482779,1,20.0,0.48,3/25/12,M,main,alive,POINT (263564.5524 32247.54821),263565.0,32248.0,3924
